,item_skey,item_number,item_description,item_category
1291,15802,1357533,"Latanoprost Related Compound E (25 mg) ((Z)-7-{(1R,2R,3R,5S)-3,5-Dihydroxy-2-[(3R)-3-hydroxy-5-phenylpentyl]cyclopentyl}-5-heptenoic acid)",Impurity
1292,12547,1478833,Orlistat Related Compound C (25 mg) (Triphenylphosphine oxide),Impurity
1293,12746,1481306,"Oxaliplatin System Suitability (25 mg) ([SP-4-2-(1R-trans)]-(1,2-cyclohexanediamine-N,N') dichloridoplatinum(II))",System Suitability
1294,10150,1034771,"Anagrelide Related Compound C (25 mg) (Ethyl 2-(5,6-dichloro-2-imino-1,2-dihydroquinazolin-3(4H)-yl)acetate)",Impurity
1295,13162,1707114,"Uridine (30 mg) (1-Beta-D-Ribofuranosylpyrimidine-2,4(1H,3H)-dione)",Impurity
1296,6515,1323000,Hydromorphone Hydrochloride CII (50 mg),Active Pharmaceutical Ingredients
1297,62176,1173086,"Desloratadine Related Compound B (20 mg) (8-chloro-11-(1,2,3,6-tetrahydropyridin-4-yl)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine hydrochloride)",Impurity
1298,10878,1537003,Physostigmine Salicylate (200 mg),Active Pharmaceutical Ingredients
1299,7494,1071224,Bicalutamide Related Compound B (10 mg) ((RS)-N-(4-Cyano-3-(trifluoromethyl)phenyl)-3-(3-fluorophenylsulfonyl)-2-hydroxy-2-methylpropanamide),Impurity
1300,12002,1286129,Formoterol Fumarate Resolution Mixture (20 mg),System Suitability
1301,6904,1224008,Disulfiram (200 mg),Active Pharmaceutical Ingredients
1302,15608,1000554,Acamprosate Calcium (200 mg),Active Pharmaceutical Ingredients
1303,11562,1572525,"Propofol Resolution Mixture (100 mg) (Propofol, 2,6-diisopropylphenyl isopropylether, and 2-isopropyl-6-n-propylphenol)",System Suitability
1304,9822,1643437,"Telmisartan Related Compound B (15 mg) (4'-[(1,7'-dimethyl-2'-propyl-1H,1'H-2,5'-bibenzo[d]imidazol-1'-yl)methyl]biphenyl-2-carboxylic acid)",Impurity
1305,15848,1287755,Galantamine Hydrobromide (200 mg),Active Pharmaceutical Ingredients
1306,11126,1612608,Silver Sulfadiazine (200 mg),Active Pharmaceutical Ingredients
1307,10188,1286366,Fosphenytoin Sodium (350 mg),Active Pharmaceutical Ingredients
1308,6591,1381709,Menthol (250 mg),Dietary Supplements
1309,11103,1642008,Sulindac (200 mg),Active Pharmaceutical Ingredients
1310,16296,1013556,Almotriptan Related Compound C (15 mg) (N-methyl-2-{5-[(pyrrolidin-1-ylsulfonyl)methyl]-1H-indol-3-yl}ethanamine),Impurity
1311,10964,1444208,Minoxidil (125 mg),Active Pharmaceutical Ingredients
1312,10873,1273819,"Flumazenil Related Compound A (20 mg) (8-Fluoro-5-methyl-6-oxo-5,6-dihydro-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylic acid)",Impurity
1313,17366,1235831,Enoxaparin Sodium for Bioassays (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
1314,12672,1235853,Enoxaparin Sodium Molecular Weight Calibrant A (8.0 mg),Product Specific Reference Standard
1315,6937,1298004,Gramicidin (200 mg),Product Specific Reference Standard
1316,10658,1019803,Aminobenzoic Acid (200 mg) (p-aminobenzoic acid),Active Pharmaceutical Ingredients
1317,62993,1270526,Fingolimod System Suitability Mixture (40 mg),System Suitability
1318,71895,1224530,"Dobutamine Related Compound C (50 mg) (N-(3,4-Dimethoxyphenethyl)-4-(4-methoxyphenyl)butan-2-amine hydrochloride)",Impurity
1319,15667,1031478,"Amoxapine Related Compound G (50 mg) (3-Chloro-11-(piperazin-1-yl)dibenzo[b,f][1,4]oxazepine)",Impurity
1320,39405,1018516,Amantadine Related Compound A (25 mg) (1-Chloroadamantane),Impurity
1321,4882,1298117,"Granisetron Related Compound A (15 mg) (2-methyl-N-[(1R,3r,5S)-9-methyl-9-azabicyclo[3.3.1]non-3-yl]-2H-indazole-3-carboxamide)",Impurity
1322,70703,1298092,Granisetron (100 mg),Active Pharmaceutical Ingredients
1323,1237,1613564,Sodium Benzoate (1 g),Excipients
1324,6517,1367504,Lindane (200 mg),Active Pharmaceutical Ingredients
1325,35334,1367515,"Lindane Related Compound A (25 mg) ((1R,2R,3R,4R,5S,6S)-1,2,3,4,5,6-Hexachlorocyclohexane)",Impurity
1326,10164,1392454,Meropenem (300 mg),Active Pharmaceutical Ingredients
1327,9191,1131009,Cholecalciferol (30 mg/ampule; 5 ampules) (Vitamin D3),Dietary Supplements
1328,3660,1607040,Saccharin Sodium (200 mg),Excipients
1329,7416,1191215,Didanosine System Suitability Mixture (10 mg),System Suitability
1330,7795,1191226,Didanosine Related Compound A (25 mg) (Hypoxanthine),Impurity
1331,3241,1604643,"Risedronate Related Compound C (20 mg) ([2-(3-pyridinyl)ethylidene-1,1]bis(phosphonic acid))",Impurity
1332,6285,1257007,Ethambutol Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1333,12048,1257018,"Ethambutol Related Compound A (15 mg) ((2R,2'S)-2,2'-[ethane-1,2-diylbis(azanediyl)]dibutan-1-ol)dihydrochloride)",Impurity
1334,6894,1238002,Equilin (25 mg),Active Pharmaceutical Ingredients
1335,11894,1645006,Testolactone CIII (125 mg),Active Pharmaceutical Ingredients
1336,18774,1614556,"Phenylbutyrate Related Compound B (100 mg) (3,4-dihydronaphthalen-1(2H)-one)",Impurity
1337,9472,1076363,Brinzolamide (200 mg),Active Pharmaceutical Ingredients
1338,17365,1605828,"Rosiglitazone Related Compound A (25 mg) ((5Z)-5-{[4-({2-[methyl(2-pyridinyl)amino]ethyl}oxy)phenyl]methylidene}-1,3-thiazolidine-2,4-dione)",Impurity
1339,11777,1285942,"Fluvastatin for System Suitability (25 mg) (Fluvastatin sodium and fluvastatin sodium anti-isomer ([R*,R*-E]-(+/-)-7-[3-(4-Fluorophenyl)-1-(methylethyl)-1H-indol-2-yl]-3,5-dihydroxy-6-heptenoic acid monosodium salt))",System Suitability
1340,11776,1285931,Fluvastatin Sodium (2 x 350 mg),Active Pharmaceutical Ingredients
1341,17303,1463337,Nicotine Related Compound B (20 mg) (3-(1-methyl-1H-pyrrol-2-yl)pyridine),Impurity
1342,9573,1349706,Isoniazid (200 mg),Active Pharmaceutical Ingredients
1343,33400,1491365,Paclitaxel Impurity Mixture (10 mg),Impurity
1344,6783,1406005,Methazolamide (500 mg),Active Pharmaceutical Ingredients
1345,7397,1609625,Salmeterol Related Compound B (3 x 1.3 mg) (4-{1-Hydroxy-2-[6-(4-phenylbutan-2-yloxy)hexylamino]ethyl}-2-,Impurity
1346,10513,1699005,Tropicamide (200 mg),Active Pharmaceutical Ingredients
1347,16838,1357103,Lacosamide CV (250 mg) ((+)-(R)-2-(Acetylamino)-N-benzyl-3-methoxypropanamide),Active Pharmaceutical Ingredients
1348,11938,1134073,Cimetidine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1349,10572,1288317,"Ganciclovir Related Compound A (15 mg) ((RS)-2-Amino-9-(2,3-dihydroxy-propoxymethyl)-1,9-dihydro-purin-6-one)",Impurity
1350,16346,1604825,Rivastigmine Related Compound D (50 mg) (3-Acetylphenyl ethyl(methyl)carbamate),Impurity
1351,29818,1437519,Methanesulfonic Acid,Impurity
1352,92996,1548327,Potassium Methanesulfonate,Impurity
1353,11378,1012757,Alclometasone Dipropionate (300 mg),Active Pharmaceutical Ingredients
1354,15600,1282718,Fondaparinux Sodium Identification (30 mg),Product Specific Reference Standard
1355,14002,1179504,Dexpanthenol (500 mg),Dietary Supplements
1356,16031,1444285,"Mirtazapine Related Compound A (25 mg) (1,2,3,4,10,14b-hexahydropyrazino[2,1-a]pyrido[2,3-c][2]benzazepine)",Impurity
1357,3774,1011018,"Acitretin Related Compound A (20 mg) ((2Z,4E,6E,8E)-9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoic acid)",Impurity
1358,10356,1711133,Lypressin (2 mg) (8-L-lysine vasopressin) (COLD SHIPMENT REQUIRED),Product Specific Reference Standard
1359,9242,1312003,Hyaluronidase (500 mg),Product Specific Reference Standard
1360,11775,1042601,Arginine Hydrochloride (125 mg),Dietary Supplements
1361,10948,1700512,"Tryptophan Related Compound A (15 mg) ((2S,2'S)-3,3'-[Ethane-1,1-diylbis(1H-indole-1,3-diyl)]bis(2-aminopropanoic acid))",Dietary Supplements
1362,12850,1700523,Tryptophan Related Compound B (25 mg) (2-Acetamido-3-(1H-indol-3-yl)propanoic acid),Dietary Supplements
1363,8966,1563502,Procainamide Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1364,16041,1225226,Dopamine Related Compound B (30 mg) (4-(2-Aminoethyl)-2-methoxyphenol hydrochloride),Impurity
1365,13744,1375524,Mebendazole Related Compound D (15 mg) (Methyl 5-benzoyl-1-methylbenzimidazol-2-ylcarbamate),Impurity
1366,35052,1437461,Methyl Salicylate Related Compound A (50 mg) (Dimethyl 4-hydroxyisophthalate),Excipients
1367,11287,1134506,Clemastine Fumarate (250 mg),Active Pharmaceutical Ingredients
1368,11024,1069903,Betaxolol Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1369,91072,1140462,Clonidine Related Compound D,Impurity
1370,10056,1724667,Zileuton Related Compound A (50 mg) (N-(1-Benzo[b]thien-2-ylethyl) urea),Impurity
1371,6947,1224802,Docusate Sodium (1 g),Active Pharmaceutical Ingredients
1372,6791,1224904,Docusate Potassium (100 mg),Active Pharmaceutical Ingredients
1373,66647,1096032,"Carbinoxamine Related Compound C (25 mg) (N,N-Dimethyl-2-[phenyl(pyridin-2-yl)methoxy]ethan-1-amine oxalate)",Impurity
1374,14673,1096000,Carbinoxamine Maleate (200 mg),Active Pharmaceutical Ingredients
1375,14663,1324319,Hydroxocobalamin Chloride (3 x 150 mg),Dietary Supplements
1376,10903,1604508,Rimantadine Hydrochloride (300 mg),Active Pharmaceutical Ingredients
1377,14104,1554669,"Praziquantel Related Compound B (50 mg) (2-(cyclohexylcarbonyl)-2,3,6,7-tetrahydro-4H-pyrazino [2,1-a]isoquinolin-4-one)",Impurity
1378,10889,1554603,Praziquantel (200 mg),Active Pharmaceutical Ingredients
1379,17398,1672698,"Trandolapril Related Compound A (25 mg) ((2S,3aR,7aS)-1-[N-[(S)-1-carboxy-3-phenylpropyl]-L-alanyl]hexahydro-2-indolinecarboxylic acid 1-methyl ester)",Impurity
1380,14297,1065491,Beta Carotene System Suitability (200 mg) (COLD SHIPMENT REQUIRED),Dietary Supplements
1381,97853,1098108,Cefoxitin System Suitability Mixture,Impurity
1382,15144,1445631,"Moexipril Related Compound D (20 mg) ((S)-2-{(S)-2-[(S)-4-cyclohexyl-1-ethoxy-1-oxobutan-2-ylamino]propanoyl}-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid hydrochloride)",Impurity
1383,11324,1679008,Triamcinolone Hexacetonide (200 mg),Active Pharmaceutical Ingredients
1384,9876,1609831,"Saquinavir Related Compound A (25 mg) (N-tert-butyl-decahydro-2-[2(R)-hydroxy-4-phenyl-3(S)-[[N-(2-quinolylcarbonyl)-D-asparaginyl]amino]butyl]-(4aS,8aS)-isoquinoline-3(S)-carboxamide)",Impurity
1385,10436,1609829,Saquinavir Mesylate (200 mg),Active Pharmaceutical Ingredients
1386,9637,1504900,Pentamidine Isethionate (200 mg),Active Pharmaceutical Ingredients
1387,6936,1297001,"Human Chorionic Gonadotropin (1 vial, 5,760 USP Units per package) (COLD SHIPMENT REQUIRED)",Product Specific Reference Standard
1388,10639,1076341,Boric Acid (1 g),Product Specific Reference Standard
1389,9908,1283324,"Foscarnet Related Compound D (0.27 mL) (O,O-diethyl ethoxycarbonylphosphonate)",Impurity
1390,10304,1714528,Vinorelbine Related Compound A (25 mg) (4-O-Deacetylvinorelbine tartrate),Impurity
1391,12164,1711188,"Vecuronium Bromide Related Compound C (15 mg) (Piperidinium, 1-[(2beta,3alpha,5alpha,16beta,17beta)-3,17-dihydroxy-2-(1-piperidinyl) androstan-16-yl]-1-methyl bromide)",Impurity
1392,64476,1463472,Nilutamide (200 mg),Active Pharmaceutical Ingredients
1393,7055,1614578,Sodium Picosulfate (50 mg),Active Pharmaceutical Ingredients
1394,89971,1478877,Orlistat Related Compound D Solution,Impurity
1395,12457,1478855,"Orlistat Related Compound E (10 mg) (N-Formyl (S)-isoleucine (S)-1-[[(2S,3S)-3-hexyl-4-oxo-2-oxetanyl]methyl]dodecyl ester)",Impurity
1396,16840,1025715,Aminolevulinic Acid Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1397,6978,1026004,m-Aminophenol (300 mg),Impurity
1398,67811,1600223,Regorafenib Related Compound B,Impurity
1399,11236,1084000,Butylparaben (200 mg),Excipients
1400,15899,1609589,Salmeterol Resolution Check (15 mg),System Suitability
1401,56219,1200881,"Dihydrodaunorubicin Hydrochloride (20 mg) ((8S,10S)-10-[(3-Amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-6,8,11-trihydroxy-8-(1-hydroxyethyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione hydrochloride)",Impurity
1402,13858,1179876,Dextran 40 Calibration (100 mg),Product Specific Reference Standard
1403,13850,1179865,Dextran 10 Calibration (100 mg),Product Specific Reference Standard
1404,13897,1667803,Alpha Tocopheryl Acid Succinate (250 mg),Dietary Supplements
1405,60524,1430724,Methylnaltrexone Peak Identification Mixture CII (10 mg) (Methylnaltrexone Bromide containing about 0.1% methylnaltrexone related compound A),Other Compendial Uses
1406,13350,1494240,"Pancuronium Bromide Related Compound C (15 mg) (1,1'-(3alpha-acetoxy-17beta-hydroxy-5alpha-androstan-2beta,16beta-ylene) bis(1-methylpiperidinium) dibromide)",Impurity
1407,4318,1613757,Sodium Carbonate Anhydrous (1 g),Excipients
1408,14576,1302156,Guanine (100 mg),Impurity
1409,8755,1133503,Cholic Acid (2 g),Food Ingredients
1410,11613,1149004,Corticotropin (5.8 Units/vial; 2 vials) (INTERNATIONAL COLD CHAIN SHIPMENT REQUIRED),Product Specific Reference Standard
1411,6581,1268728,"Etodolac Related Compound A (25 mg) ((+/-)-8-Ethyl-1-methyl-1,3,4,9-tetrahydropyrano [3,4-b]-indole-1-acetic acid)",Impurity
1412,6580,1268706,Etodolac (400 mg),Active Pharmaceutical Ingredients
1413,10941,1614002,Sodium Fluoride (1 g) (International Restricted Sales Item),Active Pharmaceutical Ingredients
1414,6170,1366002,Lidocaine (250 mg),Active Pharmaceutical Ingredients
1415,13920,1044582,"Atorvastatin Related Compound H (20 mg) (Lactone Impurity, 5-(4-Fluorophenyl)-1-{2-[(2R, 4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-2-isopropyl-N,4-diphenyl-1H-pyrrole-3-carboxamide)",Impurity
1416,14204,1078325,Bumetanide Related Compound A (10 mg) (3-Amino-4-phenoxy-5-sulfamoylbenzoic Acid),Impurity
1417,14544,1598234,Raloxifene Related Compound C (20 mg) (1-(2-{4-[6-hydroxy-2-(4-hydroxyphenyl)benzothiophene-3-carbonyl]phenoxy}ethyl)piperidine 1-oxide monohydrate),Impurity
1418,5761,1598201,Raloxifene Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1419,14367,1692505,Trimethoprim (300 mg),Active Pharmaceutical Ingredients
1420,17442,1631566,Sulfamethoxazole Related Compound F (15 mg) (4-amino-N-(3-methylisoxazol-5-yl)benzenesulfonamide),Impurity
1421,14302,1396310,Metformin Related Compound A (30 mg) (1-Cyanoguanidine),Impurity
1422,87281,1356745,Labetalol Cyclohexyl Analog,Impurity
1423,10963,1623604,Succinylmonocholine Chloride (125 mg),Impurity
1424,2007,1090739,"Capecitabine Related Compound C (10 mg) (2',3'-O-carbonyl-5'-deoxy-5-fluoro-N4-(pentyloxycarbonyl)cytidine) (COLD SHIPMENT REQUIRED)",Impurity
1425,10911,1609002,Salicylic Acid (125 mg),Active Pharmaceutical Ingredients
1426,1008,1271711,"Fluconazole Related Compound A (10 mg) (2-[2-fluoro-4-(1H-1,2,4-triazol-1-yl)phenyl]-1,3-bis(1H-1,2,4-triazol-1-yl)-propan-2-ol)",Impurity
1427,8064,1370462,Losartan Potassium (150 mg),Active Pharmaceutical Ingredients
1428,11303,1457301,Naproxen (200 mg),Active Pharmaceutical Ingredients
1429,13100,1457312,Naproxen Related Compound A (20 mg) (6-methoxy-2-naphthoic acid),Impurity
1430,93639,1457356,Naproxen Related Compound E,Impurity
1431,12010,1478378,"Olmesartan Medoxomil Related Compound A (20 mg) (1-{[2'-(1H-Tetrazol-5-yl)biphenyl-4-yl]methyl}-4,4-dimethyl-2-propyl-1H-furo[3,4-d]imidazol-6(4H)-one)",Impurity
1432,11352,1048506,Beclomethasone Dipropionate (200 mg),Active Pharmaceutical Ingredients
1433,12043,1069007,Betamethasone Valerate (200 mg),Active Pharmaceutical Ingredients
1434,25860,1226069,Doxycycline Peak Identification Mixture,Impurity
1435,11947,1397006,Methacycline Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1436,6263,1317007,Hydrocortisone Acetate (200 mg),Active Pharmaceutical Ingredients
1437,14311,1125006,Chlorpromazine Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1438,16469,1056130,Benzophenone (25 mg) (Diphenylmethanone),Impurity
1439,14190,1229872,Duloxetine Related Compound F (10 mg) ((S)-N-Methyl-3-(naphthalen-1-yloxy)-3-(thiophen-3-yl)propan-1-amine hydrochloride),Impurity
1440,37056,1248017,Erythromycin System Suitability Mixture,Product Specific Reference Standard
1441,6305,1317302,Hydrocortisone Butyrate (200 mg),Active Pharmaceutical Ingredients
1442,10624,1619006,Spironolactone (125 mg),Active Pharmaceutical Ingredients
1443,6666,1370350,Lorazepam Related Compound D (25 mg) (6-Chloro-4-(o-chlorophenyl)-2-quinazolinecarboxylic Acid),Impurity
1444,6667,1370360,Lorazepam Related Compound E (25 mg) (6-Chloro-4-(o-chlorophenyl)-2-quinazoline methanol),Impurity
1445,8474,1448923,Mupirocin Lithium (100 mg),Other Compendial Uses
1446,10085,1478582,Ondansetron Hydrochloride (300 mg),Active Pharmaceutical Ingredients
1447,7992,1347711,Irbesartan Related Compound A (25 mg) (1-pentanoylamino-cyclopentanecarboxylic acid [2'-(1H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-amide),Impurity
1448,38768,1031616,Amoxicillin Related Compound H (15 mg) ((R)-2-(4-hydroxyphenyl)-2-pivalamidoacetic acid),Impurity
1449,10752,1134324,"Ciprofloxacin Ethylenediamine Analog (25 mg) (1-Cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-[(2-aminoethyl)amino]-3-quinolinecarboxylic acid hydrochloride)",Impurity
1450,11473,1021000,Aminocaproic Acid (200 mg),Active Pharmaceutical Ingredients
1451,13477,1078267,"Budesonide Related Compound G (25 mg) (16alpha,17-[butylidenebis(oxy)]-11beta, 21-dihydroxypregna-4-ene-3,20-dione)",Impurity
1452,12847,1414036,"Methotrexate Related Compound C (50 mg) ((S)-2-(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl](methyl)amino}benzamido) pentanedioic acid)",Impurity
1453,2010,1356778,"Lamotrigine Related Compound B (20 mg) (2,3-dichlorobenzoic acid)",Impurity
1454,9454,1332000,Hydroxyurea (200 mg),Active Pharmaceutical Ingredients
1455,2185,1134255,"Citalopram Related Compound B (25 mg) (1-(3-Dimethylaminopropyl)-1-(4-fluorophenyl)-3-hydroxy-1,3-dihydroisobenzofuran-5-carbonitrile oxalate)",Impurity
1456,2364,1134288,"Citalopram Related Compound E (25 mg) (1-(3-dimethylaminopropyl)-1-(4-fluorophenyl)-1,3-dihydroisobenzofuran-5-carbonitrile-N-oxide hydrochloride)",Impurity
1457,6171,1367005,Lincomycin Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1458,14611,1136002,Clindamycin Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1459,14976,1642835,Tacrolimus 8-propyl analog (15 mg) (See USP Certificate for full Chemical Name),Impurity
1460,11205,1292610,Glipizide Related Compound B (15 mg) (6-methyl-N-[2-(4-sulphamoylphenyl)ethyl]pyrazine-2-carboxamide),Impurity
1461,77207,1598097,Racepinephrine Hydrochloride (30 mg),Active Pharmaceutical Ingredients
1462,38427,1449777,"Nadolol Related Compound G (25 mg) (1-(tert-Butylamino)-3-(5,6,7,8-tetrahydronaphthalen-1-yloxy)propan-2-ol)",Impurity
1463,8529,1470004,Norethindrone Acetate (100 mg),Active Pharmaceutical Ingredients
1464,17799,1042419,"Argatroban Related Compound A (15 mg) ((2R,4R)-1-[N8-nitro- N2-(3-methylquinoline-8-sulfonyl)-L-arginyl]-4-methylpiperidine-2-carboxylic acid)",Impurity
1465,36299,1711010,Vardenafil Hydrochloride (200 mg),Active Pharmaceutical Ingredients
1466,4305,1224948,Dofetilide Related Compound A (25 mg) (N-[4-(2-{2-[4-(Methanesulfonamido)phenoxy]ethylamino}ethyl)phenyl]methanesulfonamide),Impurity
1467,10829,1528501,Phentermine Hydrochloride CIV (200 mg),Active Pharmaceutical Ingredients
1468,9668,1592704,Quetiapine Fumarate (200 mg),Active Pharmaceutical Ingredients
1469,17489,1592781,"Quetiapine Related Compound G (15 mg) (Dibenzo[b,f][1,4]thiazepin-11(10H)-one)",Impurity
1470,9983,1711304,"Verapamil Related Compound A (50 mg) (3,4-Dimethoxy-alpha-[3-(methylamino)propyl]-alpha-(1-methylethyl)-benzeneacetonitrile monohydrochloride)",Impurity
1471,10956,1224201,Divalproex Sodium (200 mg),Active Pharmaceutical Ingredients
1472,9827,1180015,Dextroamphetamine Related Compound A (25 mg) (1-Phenyl-2-propanol),Impurity
1473,9287,1458020,Neomycin A (2.5 mg),Impurity
1474,9288,1458031,Neomycin Sulfate System Suitability Mixture (100 mg),Product Specific Reference Standard
1475,11292,1188811,"Diclofenac Related Compound A (25 mg) (N-(2,6-dichlorophenyl)indolin-2-one)",Impurity
1476,10869,1188709,Diclofenac Potassium (200 mg),Active Pharmaceutical Ingredients
1477,11000,1502508,Penicillin G Potassium (200 mg),Product Specific Reference Standard
1478,10909,1502009,Penicillin G Benzathine (200 mg),Active Pharmaceutical Ingredients
1479,3895,1163151,Dantrolene Sodium (100 mg),Active Pharmaceutical Ingredients
